Naive_Resting_Donor1	Th17_Resting_Donor1	Th2_Resting_Donor1	TEM_act_Resting_Donor1	Th1_Resting_Donor1	TCM_Resting_Donor1	TEM_act2_Resting_Donor1	Treg_Resting_Donor1	TCM_2_Donor1	TCM/TEM_2_Donor1	Th17_2_Donor1	Treg_2_Donor1	Naive_2_Donor1	TEM_act2_2_Donor1	Th1_2_Donor1	Th2_2_Donor1	TCM_5_Donor1	TCM/TEM_5_Donor1	Treg_5_Donor1	Th1_5_Donor1	Naive_5_Donor1	Th17_5_Donor1	TEM_act_5_Donor1	TEM_act2_5_Donor1	Th2_5_Donor1	Th1_15_Donor1	TCM_15_Donor1	TCM/TEM_15_Donor1	Th2_15_Donor1	TEM_act2_15_Donor1	Th17_15_Donor1	Naive_15_Donor1	Treg_15_Donor1	TEM_act_15_Donor1	Th1_Resting_Donor2	Naive_Resting_Donor2	TEM_act2_Resting_Donor2	TEM_act_Resting_Donor2	TCM_Resting_Donor2	Th17_Resting_Donor2	Th2_Resting_Donor2	Treg_Resting_Donor2	TCM/TEM_2_Donor2	TCM_2_Donor2	Naive_2_Donor2	Treg_2_Donor2	TEM_act2_2_Donor2	Th17_2_Donor2	Th1_2_Donor2	Th2_2_Donor2	TEM_act_2_Donor2	TCM_5_Donor2	Treg_5_Donor2	Naive_5_Donor2	Th17_5_Donor2	TCM/TEM_5_Donor2	TEM_act2_5_Donor2	Th1_5_Donor2	Th2_5_Donor2	TEM_act_5_Donor2	TCM_15_Donor2	Th1_15_Donor2	TCM/TEM_15_Donor2	Naive_15_Donor2	TEM_act_15_Donor2	TEM_act2_15_Donor2	Treg_15_Donor2	Th2_15_Donor2	Th17_15_Donor2	Th1_Resting_Donor3	Naive_Resting_Donor3	Treg_Resting_Donor3	TCM_Resting_Donor3	Th17_Resting_Donor3	Th2_Resting_Donor3	TEM_act2_Resting_Donor3	TEM_act_Resting_Donor3	TCM_2_Donor3	Naive_2_Donor3	TCM/TEM_2_Donor3	Th1_2_Donor3	Treg_2_Donor3	TCM_5_Donor3	Th1_5_Donor3	TCM/TEM_5_Donor3	Naive_5_Donor3	TEM_act_5_Donor3	Th17_5_Donor3	Th2_5_Donor3	Treg_5_Donor3	TEM_act2_5_Donor3	TCM_15_Donor3	TCM/TEM_15_Donor3	Th17_15_Donor3	Th2_15_Donor3	Th1_15_Donor3	Naive_15_Donor3	TEM_act2_15_Donor3	Treg_15_Donor3	TEM_act_15_Donor3	Th17_Resting_Donor4	Naive_Resting_Donor4	TEM_act2_Resting_Donor4	TCM_Resting_Donor4	Treg_Resting_Donor4	TEM_act_Resting_Donor4	Th2_Resting_Donor4	Th1_Resting_Donor4	TCM_2_Donor4	Naive_2_Donor4	Treg_2_Donor4	TCM/TEM_2_Donor4	Th1_2_Donor4	TEM_act2_2_Donor4	Naive_5_Donor4	Treg_5_Donor4	TCM_5_Donor4	Th1_5_Donor4	TCM/TEM_5_Donor4	TEM_act2_5_Donor4	Th17_5_Donor4	TCM_15_Donor4	TCM/TEM_15_Donor4	Th17_15_Donor4	Th2_15_Donor4	Naive_15_Donor4	Treg_15_Donor4	Th1_15_Donor4	TEM_act_15_Donor4	TEM_act2_15_Donor4
ZNF45	1.84057222426245	2.02783507372268	2.00052843844537	1.98027535036958	1.91148442148655	1.8856774336004	1.98863216664583	1.81062160332548	1.87813490135957	1.77726468794059	1.94273603545592	1.75476372702678	1.79488600524991	1.99273332996395	1.9381371407212	1.82152031730708	1.91441964838933	1.84582479116882	1.8372215385342	1.90100822145508	1.80378088973711	2.04938144926746	1.76684801493492	1.92388443459813	2.04484015764794	1.81775429526555	1.77744985354425	1.79048681025026	1.76947198622661	1.82580897619376	1.87809325774592	1.68684757707	1.73836460791681	1.84196263807209	2.0204106928187	1.91176113286731	1.94188754826224	1.90801212600442	1.89250076652453	1.958912066344	1.9158259354717	1.88623825577097	1.99635178396808	2.00674014081089	1.8407261170256	1.98940912777593	2.04026886565655	1.57132132049324	1.82903415404347	1.63768317321202	2.03001739393828	1.8657845213569	1.85888717242519	1.83942359976153	2.08090140418381	1.81320217974045	1.88900165060315	2.07213190498919	1.98531425132967	2.06126322619227	1.77515503637475	1.82470859776936	1.7068207115644	1.83719826577391	1.82639839887941	1.7838858543773	1.7972012189019	1.85972664724978	1.84994082829665	2.02094591261345	1.83199434141355	1.91601426530652	1.86616881402486	1.92298517317947	1.92049085184867	2.04303930708988	1.95457133271417	1.9625449427494	1.80629005305123	1.77750743023082	1.81985262770499	1.86847362116406	1.90540544935248	2.03673040382028	1.98680773761179	1.83629275534283	1.83776596892435	1.84577797435351	1.89001585778715	1.87339115188004	1.68341320589634	1.79543442044831	1.69006115968334	1.78025861324795	2.06274985432473	1.75109656023353	1.70829478141624	1.80460695660488	1.83823765729774	2.06218647724337	2.01576251219755	1.83220478038359	2.08007413610471	1.96358506104383	1.90829889502262	2.02448658461901	1.88749363910152	1.94810486865068	2.02818389600338	2.04062390969551	2.04986626249555	1.86116863095384	1.87139222481458	1.39175025102004	1.86666862807806	1.8703137644675	1.90029532921763	2.03599133404154	1.92365188287666	1.93013886212479	1.9713069860291	1.75429248600568	1.75256111633125	1.86619175886859	1.67853074559546	1.69360813078991	1.74074742963317	1.82884413747209	1.86209720524276	2.07381757484227
ZNF451	1.58688240427302	1.51939236663296	1.76477392600213	1.55143364191385	1.58753757955168	1.50749074913442	1.66135561860711	1.59802545888172	1.56828494606011	1.45153819369049	1.19640660400942	1.88066942724885	1.68501969819698	1.75476110652252	1.42267220303585	1.86868526751121	1.59342890364644	1.61621734525175	1.5648356550706	1.65879414406409	1.86375408090343	1.67436981201994	1.90545258600115	1.72839088367506	1.50508190833472	1.26857398602464	1.30823958620678	1.22450388774968	1.34554308986547	1.51731385964542	1.30246668512171	1.45272502822237	1.26193590412417	1.358942383514	1.45842240797394	1.55161598701905	1.64725282453442	1.82456201155638	1.53096669029443	1.47360608969331	1.55839804583172	1.72194299067277	1.54160098200646	1.49924113562338	1.6651947436124	1.65635156576607	1.53485183157076	1.27647192242961	1.5248539917172	1.54891925173602	1.57665150156467	1.61740836589996	1.75514141226485	1.75405374832757	1.56331150708133	1.77360332914338	1.76073511152135	1.57435174193394	1.50810350827909	1.43110749040213	1.23916796236118	1.24462215066154	1.2467517044837	1.65454518295763	1.19981247712552	1.73320408816954	1.50855935783708	1.40411392376429	1.25444583453682	1.61223990542677	1.64781594367925	1.66682359698233	1.77477375043376	1.51735403807071	1.62960037957375	1.78254298145183	1.43736895225464	1.50238363998566	1.5489291481451	1.67283432876179	1.74472962912198	1.83387252964054	1.65187793491793	1.60535084011336	1.81147237788505	1.69803296782531	1.58622589912095	1.69990743017122	1.40077086378441	1.65949332874278	1.92584625719317	1.32386245954182	1.32991918360078	1.51443108073542	1.59042037473915	1.32767070630895	1.49302299925619	1.60721344382473	1.43638595886468	1.43748147889528	1.72805651079458	1.53515376162418	1.87089970117084	1.53075323387975	1.70701684656836	1.648328056845	1.5533584270747	1.7402369516702	1.51107798635538	1.70643608253633	1.58326659430177	1.48683617885859	1.57945549019825	1.66326947886272	1.7126071479025	1.58984562962195	1.60324808896039	1.55619467385379	1.61813242744107	1.64345615408069	1.58278671565308	1.22886921457581	1.28848674722984	1.41987990136666	1.43258868038583	1.62912259165927	1.28385217887017	1.26894372926311	1.47170166959658	1.34105451412335
ZNF460	-0.368111045026312	-0.338070532065755	-0.321503314332384	-0.259041081957863	-0.2681138926886	-0.379013766028507	-0.245337147531929	-0.363847805983593	-0.401612132173776	-0.35422814612307	-0.359253508498444	-0.388608053355868	-0.270269406942742	-0.246470677348565	-0.440768176898929	-0.354053865032184	-0.362138230134191	-0.387973091106896	-0.445236880481489	-0.391676166934913	-0.277981801797579	-0.379900563870215	-0.432334850740736	-0.344231123755441	-0.389136894172022	-0.363668340624359	-0.388132200887862	-0.349312662127519	-0.410079144560272	-0.386282608180085	-0.389267702302184	-0.297455221614937	-0.39234036405841	-0.365278712085921	-0.296412211277223	-0.356654953953432	-0.255895066967798	-0.33162389880733	-0.356011374272017	-0.32444579435541	-0.288178636743113	-0.291394917334668	-0.348303634215673	-0.382114831052068	-0.276205122467748	-0.402260056653908	-0.301992965810644	-0.351175667188421	-0.362071992240969	-0.315830654103202	-0.358998790422914	-0.353122419501564	-0.346237827600869	-0.207261568650973	-0.412433308648548	-0.362806485815127	-0.328442334087637	-0.341560259426574	-0.461705221025088	-0.457506238354546	-0.363614612788283	-0.378689415408474	-0.382359903810827	-0.203026708943784	-0.385269453167407	-0.298384444061816	-0.336794519319624	-0.406823089357679	-0.413466859273003	-0.27473153519939	-0.332142388947402	-0.229036981680084	-0.345024288330405	-0.384188278706909	-0.267151989805073	-0.0892320177066126	-0.310745104283201	-0.361030672044827	-0.238948388829614	-0.32044885032316	-0.321612739535531	-0.341938206327476	-0.370651942526205	-0.401914031174208	-0.396830049578398	-0.248520643379062	-0.304728220992184	-0.449889358839977	-0.457612766969118	-0.349271673273393	-0.396712420634367	-0.368390796063471	-0.363356565759409	-0.352167500349435	-0.324301766693606	-0.392038212296369	-0.31356177341832	-0.387523617967414	-0.386782305461954	-0.44508900585126	-0.342608395789339	-0.340082651194382	-0.238791760002603	-0.308753018958601	-0.276058885943564	-0.302053859761842	-0.403962863488794	-0.279460864230752	-0.402879791986208	-0.268182203442988	-0.393323629981359	-0.390201708320871	-0.354210011744126	-0.257271919500094	-0.22407605666209	-0.351052264021003	-0.371875639655699	-0.339060733734987	-0.369575781671134	-0.382657443179988	-0.405154613848599	-0.356786591276144	-0.38168835442995	-0.389698644805144	-0.405599282038815	-0.258973724532885	-0.30528968084139	-0.372575781558052	-0.412707649582572	-0.34085534673345
ZNF461	-3.31399969517076	-3.24777707553141	-3.17999470327132	-2.87038475343712	-3.35508663870858	-3.18886612850487	-3.19165267855848	-3.10117258641168	-3.27618399816053	-3.71451646653202	-3.38020393290814	-3.33736909250682	-3.46097262771632	-3.25742983197263	-3.49258635243848	-3.77945243327345	-3.29246266930972	-3.30187632091502	-3.22480886241221	-3.27033900077665	-3.71206258843389	-3.10878836380014	-3.07748338852625	-3.19290598653846	-2.94639116283364	-3.24906683396856	-3.43748638284943	-3.30585205715752	-3.36211133106276	-3.32441209996531	-3.32517155543313	-3.09407563159392	-3.08538157646764	-3.49457346472001	-3.18933978965314	-3.320891226199	-3.20146538740365	-3.26590619846118	-3.26937351643068	-3.2285448218513	-3.31135239808008	-3.23023429175107	-3.40610915386	-3.49170764285461	-3.28613925131697	-3.35930780854666	-3.20112437327323	-2.80607834252843	-3.30029049625392	-3.42018394014531	-3.38936943308212	-3.32240850982869	-3.37803188636814	-3.35386437009745	-3.03430035623631	-3.38574179450352	-2.9961331062808	-3.38537990816805	-3.50413597899597	-3.09157952122201	-3.35774188135958	-3.36472387937922	-3.33569152758169	-3.31642881298505	-2.69749026549915	-3.16342879021613	-2.94622800548922	-2.98932409631009	-3.02436851684522	-3.1869221745063	-3.31862393185595	-3.20993025916742	-3.26810947008968	-3.29629106586557	-3.36307981743573	-3.19782592232407	-3.11525596601554	-3.52985275322628	-3.24462656261368	-3.28189658614367	-3.24170036042573	-3.33383093172991	-3.34712840256477	-3.34732438580925	-3.34112359420933	-3.47215691880897	-2.77933162905628	-3.53107067229271	-3.11393427966993	-3.35477658345587	-3.49505519331126	-3.37487133165786	-3.29315763841602	-3.05650100049639	-3.06755694732152	-3.21247552821997	-3.41743030531432	-3.27286887390299	-2.91037682055704	-2.76851732024821	-3.26524197357244	-3.23153161161903	-3.18320787047193	-3.24661335165005	-3.42877063584001	-3.05159168163219	-3.15093746360609	-3.30488325680583	-3.65943985485123	-3.61640104475885	-3.45891494111027	-3.61911905088504	-3.42932263441932	-4.10013797234421	-3.38719679846236	-3.49521510499439	-3.27243979879907	-3.41519996067993	-3.3031228330483	-3.51406133596892	-3.35925033852734	-3.39054701314646	-3.1324948470483	-3.61688023610187	-3.23129843004145	-3.06043568146519	-3.4408163623168	-3.30530325008117	-2.72609363558657	-3.17183762415632
ZNF473	2.71397502682921	2.60016907751141	2.72212633968499	2.73699088665402	2.75752603129044	2.72672410420393	2.74199834246394	2.64529154079669	3.46675235429247	3.36406786102404	2.26433056269966	3.52117070874943	3.58386932964164	3.29751581347255	3.46619547678193	2.5849713626946	2.92204616119621	2.96684577996288	2.99055354089982	2.97388231591231	2.78166113706183	2.87984329861518	2.96644170804502	2.92835640311806	2.87551609525867	3.06497110513691	3.13056686289818	3.08854535758829	3.11495300855274	2.92634743066513	3.14506066882452	2.98433680687435	3.13137992193963	3.06954257692607	2.76738205548684	2.75974564272829	2.76051693495526	2.71144653576769	2.63319961783314	2.61575197946909	2.73837761508469	2.75115983033089	4.19382388907434	4.08202540691276	3.98372414819921	3.69131964964908	2.46391907473707	2.72364682867452	3.65831370254225	2.4149865909149	2.83776588327184	2.96076059172473	2.97588936339949	2.92631910511405	3.02950623602537	2.8941590843845	2.89326930077298	2.92958390368974	2.77059398602786	2.75866679465498	3.11757264267528	3.01612817289762	2.99461071333846	2.86132171934622	2.9795923611952	3.02186055823667	3.19022156841953	3.17397044467674	3.11584768056996	2.78617977170208	2.69958661850723	2.7370318629984	2.75125973541286	2.80040499108074	2.78206609700545	2.53661558691579	2.41178800644152	4.11345536243497	4.15127814578367	3.94675041366661	3.39034145403848	2.65856215636743	2.92655922502484	2.79905307915624	2.95392287528825	2.9212126957567	3.12878755492399	2.96916443597967	2.79227366639882	2.85953960383384	3.07997680357828	3.08632499520153	3.01875522063438	3.24728159595696	3.22937737969392	3.09870608624611	3.00959488158356	2.49666667861063	3.15346904308755	3.12026143086207	2.75503691794845	2.60386104788737	2.83238581016519	2.74656776487336	2.78219544892541	2.79575431048259	2.82726136080812	2.60929615435792	4.06932469351049	3.69716031315981	4.32062141532199	3.94866316597978	3.58911471085289	2.34638402931004	2.82347726648831	2.98922844779717	2.91323566766033	2.80775071064451	2.89553093532576	2.76917733255817	2.80487852148993	3.0539924839478	3.02502807200339	3.1665305287731	3.38631485000064	2.95972375772014	2.94126336373808	3.10449637391149	3.15084860865969	3.25526321970286
ZNF48	3.321549351607	3.38784989525191	3.34858730028402	3.14879203454343	3.24097211166275	3.26715220363839	3.50871473666316	3.57085757455437	3.01349965650699	2.98644874646402	3.01387014222037	3.21838250272785	3.13528272140357	3.16787665326472	3.26959952612224	3.50446640731466	3.21914230515618	3.27222336221278	2.97686272281628	3.26352900594659	3.42946167242199	2.82351023633926	3.25716142390062	2.80802593943167	2.73522540431894	2.62953192074787	2.86256995275738	2.74221802650671	2.99418148902985	3.12926376771271	2.87693334756155	3.1276636254819	2.78198132273675	2.85124506442806	3.27413333742283	3.48363478214012	3.21743382171692	3.44096214240499	3.37423960395467	3.34595571310735	3.31228763302629	3.37238477441903	3.14983693705948	2.9623354008868	3.18708605152284	2.99110432350693	3.30040191637146	2.69575824689232	2.86842718565048	2.98857386154461	3.18476749952629	3.23809263189391	3.09884230844604	3.11126633202402	2.83315582074123	3.23704358663593	3.22285935966749	2.98721645774655	2.94642117849194	2.81314221118089	2.89188039386193	2.63755450115308	2.78482107315194	2.85047378309951	3.20651473844616	2.77428716946181	2.95807399118196	2.93193552806394	2.7588259025159	3.12041329537287	3.35450807492662	3.58361110881367	3.06869430673259	3.17127453354484	3.39125691605838	3.32272055639683	3.32085350433666	2.95546742387065	2.88477008974101	3.17393650145264	2.44525959910548	3.0381067967246	3.16022945153111	3.07201803705756	3.2391681168564	2.98252423611949	2.43464102188808	2.87775732486913	2.57798701156358	3.13441710777575	3.325828320976	2.75365000760337	2.73701787970758	2.77613436722102	2.98552669336981	2.73934048972469	2.69685310434166	3.31045371336749	2.92008044452856	3.05706329677663	3.32027913039141	3.36969849833882	2.90142404809337	3.49833993232357	3.19015274246344	3.43010001790851	3.20823815241941	3.32055374408036	2.98004123153406	3.07752126122621	3.15702465073723	3.11511919217781	2.78892354844526	1.85602892561288	3.15461499272881	3.34127541085818	3.15989855691379	2.60197185574356	3.26192982042563	3.30098163937104	2.82977815646414	2.86034385482045	2.9519793256737	2.69070043851096	2.67735924035332	2.92829566948774	2.84588910720808	2.91667129782358	2.88823238174847	3.05845103903817
ZNF480	1.58576536628665	1.5293377855909	1.53009072950611	1.43348258658452	1.54369139374438	1.54438123695034	1.44270405797068	1.62234480577212	1.33757753047262	1.28227740106288	1.49925882817274	1.49483836870183	1.50273335339549	1.49707436229404	1.49522527292092	1.73782919349173	1.51230294438992	1.3951332653995	1.55401112218838	1.52540754063391	1.67668936986316	1.53339205351122	1.35295345056757	1.49572931428593	1.43178203563881	1.03696938398491	0.773200685160063	1.14080742264581	1.45995961392125	0.554620066057856	0.985154563849503	1.17725710264036	1.49773003135077	1.41211134664457	1.49358058234182	1.53294316122551	1.48921805529954	1.52291551885426	1.59085054380905	1.5355298100733	1.46915784624733	1.56601145361092	1.39863162218535	1.36020490854579	1.47265156762811	1.4750363372001	1.41432240806181	1.48474241147433	1.52413374227212	1.6216017252381	1.55955616652674	1.40155769900356	1.50905127795745	1.68668258392046	1.49493284751159	1.39270337152926	1.440066328932	1.44635059477099	1.49838325679238	1.58535625474389	0.894071269498895	0.963775408158735	0.738762149316945	1.00593303259423	1.46599942903228	0.898137352486432	1.81349007917801	0.968326647838033	1.07281501514921	1.51727081903794	1.5983919158424	1.5860040879616	1.61387390821326	1.49769714888895	1.47598114312802	1.34275197042721	1.387739976351	1.4399971741308	1.46678705679727	1.42257427307662	1.47948746301689	1.44112311943263	1.45155707402902	1.58127941510752	1.33646655486772	1.59471233109603	1.39430047625734	1.48376039511876	1.51309830496075	1.50779229009075	1.45217978565532	0.851820995971804	1.05199813676265	0.859141484048089	1.38487739258148	1.02694199726358	1.46005490450617	1.64567008779219	1.26486529388523	0.931380666650453	1.56420997820521	1.58257682178561	1.26374146948585	1.59265070514946	1.47883756239893	1.41371476256262	1.5581827005996	1.49508298758892	1.33545200761564	1.49572904005372	1.38047118255389	1.39625947972826	1.47486281933767	1.59870339500401	1.64579119138095	1.57635950429584	1.40721647809066	1.5702370248974	1.51482579613759	1.57105370600124	1.32396142317275	0.84839441054498	0.937203516143381	1.62200562273803	1.56070400149836	1.37446318194808	1.6071339624452	0.999981198358467	1.21108844225358	0.691426990359499
ZNF483	1.49688359733299	1.49344504104737	1.5991767761387	1.44185581375868	1.53410336371325	1.53781398855851	1.48518767805082	1.70201024367979	1.30854321671349	1.33664313599846	1.24862690099118	1.48254812219635	1.5107034856759	1.51550253134933	1.33077690771307	1.29063961480552	1.14590359702982	1.15106214072307	1.21011523872645	1.10345760035911	1.3309625301779	0.993213322462743	1.32763337688721	1.11134804747232	1.21985173125557	1.82852645206271	1.86448870246771	1.90188224953637	1.3290526369921	1.71311888520182	1.33979533521729	1.5351053908402	1.92118136912333	1.48640833979392	1.50518555595496	1.50126210360543	1.45423729471364	1.51411318625983	1.62185654683766	1.48261669933733	1.61610819390577	1.58334828027761	1.4271019956904	1.29774697408919	1.42929976494452	1.46765292112204	1.38332760904685	1.2158753023048	1.40931539420526	1.35862364550295	1.29705206248058	1.1552739489526	1.36381380052494	1.34977449908422	1.01662752128285	1.15867613283918	1.1161129017762	1.11136139667802	1.06588076006213	1.25689317771213	1.83130709134932	1.84046272949041	2.00504344973886	1.34197739233859	1.34848333884318	1.94186408899742	1.35298016686154	1.61357797941876	1.52865177746666	1.45947293619989	1.50066046331203	1.62595393624952	1.57117829770709	1.48147266687416	1.57790158230931	1.46483251717959	1.58202315497061	1.3128422591449	1.43340521727659	1.48157071574683	1.42685117304234	1.47952383130078	1.1431537513677	1.13943847165759	1.2106250845772	1.34567405026121	1.15341660313015	0.918695056915736	1.32592946181076	1.38246837037567	0.909358585961769	1.87848895628394	1.91882481567149	1.2848414661681	1.1571985045415	1.26876484118627	1.70951952475608	1.33540623399986	1.94762414820422	1.416449696726	1.62586485679781	1.54972032389537	1.49375361861246	1.58609448324225	1.52674299830482	1.38217335968355	1.61611037711788	1.4927347284897	1.29888172368981	1.45376508585533	1.45481638626723	1.36320852623088	1.34566167333524	1.37935172512273	1.51460342896058	1.26130104244581	1.16595578621558	1.11857493692235	1.22509068706913	1.30245742256737	1.04630567057876	1.85706235587152	1.54901367053271	1.44147915599166	1.29558665859273	1.34882539878476	1.84798463285097	1.78315535369471	1.61015416687766	0.978431007909958
ZNF484	1.29742431956399	1.29455036771263	1.34662513379914	1.40843219275473	1.38569339704373	1.36474724212377	1.46687076932309	1.31827298618659	1.21740224442128	1.30956251373304	1.14077441494472	1.2478943341778	1.28743278611889	1.45707279692745	1.23252378782368	1.20743260144286	1.18522354684081	1.21986691915704	1.1805738013176	1.28174580147043	1.23816562557126	1.28993862603317	1.17076397926909	1.27413794450566	1.38355967465369	1.27912003301148	1.25489308465354	1.27497998727828	1.29357380231969	1.2613179590227	1.20990519181443	1.25280608722534	1.28288486395947	1.2259328940503	1.36171191982555	1.31313689842269	1.33471148855114	1.36529632398456	1.30318542963427	1.30534610897891	1.33170606052146	1.42405125506825	1.24526975208881	1.21304282925632	1.31513589208989	1.31552722758462	1.23398324771992	0.99227687180328	1.24210875034173	1.1483856829039	1.47208757018925	1.17707740292789	1.20684304796103	1.23848909517232	1.24496225498668	1.191301298749	1.3319144538843	1.31794164253878	1.19310873498238	1.32288870336449	1.25772829539549	1.24503109984019	1.27191488038355	1.19098253740772	1.30600432632772	1.32718697028404	1.31677111235123	1.26405604212894	1.24902711376142	1.36903770725133	1.33984877761635	1.38576041895624	1.29818720102553	1.48229270675848	1.40360014743049	1.43347874139606	1.48797277866086	1.24915454735373	1.36656169679755	1.179187535377	1.19164394682508	1.20484507119167	1.18703206895377	1.27341677891578	1.19835661839947	1.28730449000571	1.21336783897053	1.24923913489178	1.16027929800538	1.29232300473519	1.11897455444167	1.26689798725277	1.2677421790327	1.29530291937989	1.20085659927025	1.21363488166348	1.38671090395882	1.33899840825109	1.29462083876233	1.32251198974576	1.26655643453485	1.34226112861592	1.42927191995376	1.31210726502957	1.46160109878502	1.4546865563273	1.35261381689223	1.34802505288862	1.2255735582588	1.41066013386729	1.2638600677919	1.24874278245811	1.25581785440429	1.09776564454522	1.23948441398634	1.20111434464519	1.19137405976297	1.17547211487008	1.22433632863403	1.18180902465151	1.09515005497174	1.26009944674919	1.25025140890958	1.28901314457925	1.10172058980733	1.27507451616061	1.3206886558614	1.22475214822929	1.28985127540287	1.4388880121615
ZNF485	1.56465377962784	1.7678486428903	1.62538578927597	1.56400067220864	1.86028948400119	1.7261141467295	1.91869587646068	1.7244305601681	1.56092942622381	1.61355461616495	1.77135793609458	1.44276410100446	1.55013094837083	1.87393625356595	1.80515042483638	1.52589263031568	1.59932500479815	1.6280375803518	1.56288559259456	1.69286037148235	1.57249684041853	1.7012728398103	1.52577183974955	1.73844780091983	1.53300994453577	1.55214630125013	1.50857326881303	1.5042129620491	1.46105248639934	1.45791637604371	1.57328731008923	1.4125988020768	1.53599477183158	1.49443767684965	1.8143392820788	1.55380862552893	1.93925891820993	1.59919604532962	1.68679408470783	1.82615009593523	1.55245507120366	1.6146892643663	1.57036869183935	1.57779161013024	1.51170784293612	1.50443810420983	1.89384509796124	1.53684398407888	1.82315649154859	1.3212662683332	1.42027175200769	1.65716166847564	1.58807908130792	1.5776356314717	1.82089634052946	1.67250516385772	1.79620021117586	1.74106096094405	1.48613796812057	1.6111341794401	1.60106826399119	1.60503850901546	1.56854765898014	1.76151504086648	1.29415399755151	1.44950656450292	1.43821738647439	1.46108912471889	1.67526114362857	1.74687365677359	1.49641322817949	1.51131933871071	1.59719073190461	1.81302579282088	1.55435739517282	1.94862900093081	1.55732349715904	1.55914786462514	1.51808043797619	1.58494029189011	1.66484856820408	1.40007167751063	1.6310829251027	1.73402797765551	1.63613237557004	1.52693633170203	1.54593646619371	1.7994095298804	1.59082282134339	1.46948498357864	1.82457416362747	1.56148498044004	1.53901409914387	1.55677810155052	1.50203127890183	1.62117772763513	1.49683628278487	1.27810539876389	1.53568933356692	1.35048238825977	1.82243901838519	1.48660368822314	1.77561166610987	1.58427171680117	1.54377738268663	1.64134025815997	1.61970045583804	1.70391085958503	1.5733984464644	1.60912684314978	1.56872468742669	1.59703369311786	1.75531077873922	1.57324497233802	1.66445853574148	1.59216757002763	1.62258143962465	1.71755888641231	1.63669988174172	1.85683296288822	1.82859886269615	1.5505128422915	1.57470431659713	1.56940740671835	1.45981189185826	1.70030367829616	1.48049109414966	1.5833753939637	1.39996356997674	1.59251479510295
ZNF486	2.41815451294909	2.49888522849976	2.42847316682195	2.46285431392188	2.41795280810452	2.43961634370039	2.51285091106074	2.43286790644704	2.34680378125063	2.32500484354261	2.07506295513928	2.31891024568169	2.25512889996813	2.36022133523579	2.32247432659791	2.15459573981222	2.47463703649894	2.44448997785579	2.42455977576483	2.41498751555797	2.32177925184999	2.46043927458193	2.40262048639399	2.44437423156126	2.57467009471045	2.37166938135362	2.47838025504615	2.4696301953187	2.64580882509129	2.31078203691621	2.40204638173202	2.58221876479869	2.52884817565916	2.59728877225265	2.45898767758184	2.46276742559677	2.54314108010143	2.47677567010733	2.48985490373901	2.43585913713863	2.43612313967258	2.48611395105707	2.27224384280019	2.24761656577301	2.23895875309957	2.26527176269481	2.2967464032034	2.08203034414737	2.30902691073826	2.24826843585677	2.47929302359848	2.4208955330105	2.46653014978522	2.28510148175973	2.39317506042644	2.4390487423683	2.52820461039684	2.45718403834018	2.67596371926434	2.30443911242279	2.44954873440756	2.42543669583639	2.42750389347521	2.35761325521353	2.67840658491639	2.32707096119139	2.44626418156336	2.49676327169001	2.27541605863341	2.49127862517831	2.36948484442732	2.46264043530067	2.49878073477945	2.40763710793733	2.50850992407637	2.53560723736368	2.42014042686906	2.26469842354232	2.3040195666458	2.24763620665487	2.13997923095309	2.21036357401803	2.42428307026167	2.40671376654233	2.41483510475127	2.36352871294861	2.36237587511912	2.42979434001876	2.43132141864563	2.39884181536905	2.52995645283698	2.44814872265661	2.47317203333798	2.22918660528658	2.5814683569272	2.48080669247417	2.25965803942017	2.54281810998673	2.45999996125534	2.73474446110024	2.36076588914198	2.43055961789292	2.40104844966818	2.41691993080344	2.4805225346909	2.47819587501343	2.36787362475385	2.44410995242369	2.28393151753492	2.27850146414087	2.27080355916275	2.30887983980711	2.24988186232074	1.99352876617661	2.34173441493598	2.41805042140967	2.45943421670576	2.38475149162693	2.49203714907447	2.15133364644399	2.44242132327991	2.47753274985076	2.41252828952653	2.21400791814377	2.69407734598105	2.35375611780804	2.4246340783876	2.38625035140296	2.60068938506245	2.39422125985797
